# y/t    WL_mean   WL_std
0.00000000 0.99998418 0.00018379
0.00502513 0.99995338 0.00013398
0.01005025 0.99993681 0.00010686
0.01507538 0.99993775 0.00010420
0.02010050 0.99993869 0.00010154
0.02512563 0.99993893 0.00010064
0.03015075 0.99993787 0.00009914
0.03517588 0.99993681 0.00009764
0.04020101 0.99993457 0.00009413
0.04522613 0.99993696 0.00008997
0.05025126 0.99993930 0.00008557
0.05527638 0.99994201 0.00007956
0.06030151 0.99995137 0.00007311
0.06532663 0.99995994 0.00006580
0.07035176 0.99996825 0.00005704
0.07537688 0.99998162 0.00004741
0.08040201 0.99999496 0.00003804
0.08542714 1.00000729 0.00002959
0.09045226 1.00001706 0.00002304
0.09547739 1.00002789 0.00001532
0.10050251 1.00003627 0.00000913
0.10552764 1.00004166 0.00000495
0.11055276 1.00004769 0.00000277
0.11557789 1.00004972 0.00000320
0.12060302 1.00005103 0.00000227
0.12562814 1.00005401 0.00000016
0.13065327 1.00005249 0.00000246
0.13567839 1.00005088 0.00000277
0.14070352 1.00004887 0.00000294
0.14572864 1.00004516 0.00000317
0.15075377 1.00004360 0.00000284
0.15577889 1.00004294 0.00000320
0.16080402 1.00004185 0.00000397
0.16582915 1.00003854 0.00000631
0.17085427 1.00003842 0.00000639
0.17587940 1.00003725 0.00000474
0.18090452 1.00003616 0.00000320
0.18592965 1.00003616 0.00000320
0.19095477 1.00003616 0.00000320
0.19597990 1.00003490 0.00000142
0.20100503 1.00003390 0.00000000
0.20603015 1.00003390 0.00000000
0.21105528 1.00003390 0.00000000
0.21608040 1.00003390 0.00000494
0.22110553 1.00003390 0.00000554
0.22613065 1.00003390 0.00000554
0.23115578 1.00003337 0.00000620
0.23618090 1.00003231 0.00000756
0.24120603 1.00003175 0.00000849
0.24623116 1.00003272 0.00000887
0.25125628 1.00003368 0.00000944
0.25628141 1.00003390 0.00000959
0.26130653 1.00003390 0.00000959
0.26633166 1.00003401 0.00000967
0.27135678 1.00003518 0.00001061
0.27638191 1.00003616 0.00001152
0.28140704 1.00003548 0.00001246
0.28643216 1.00003404 0.00001445
0.29145729 1.00003390 0.00001465
0.29648241 1.00003390 0.00001465
0.30150754 1.00003390 0.00001465
0.30653266 1.00003390 0.00001465
0.31155779 1.00003332 0.00001545
0.31658291 1.00003207 0.00001720
0.32160804 1.00003134 0.00001753
0.32663317 1.00003029 0.00001666
0.33165829 1.00002930 0.00001610
0.33668342 1.00002821 0.00001764
0.34170854 1.00002712 0.00001918
0.34673367 1.00002853 0.00002537
0.35175879 1.00003134 0.00002810
0.35678392 1.00004441 0.00004215
0.36180905 1.00005646 0.00005643
0.36683417 1.00006523 0.00006652
0.37185930 1.00007557 0.00008035
0.37688442 1.00001906 0.00008248
0.38190955 0.99993852 0.00014687
