# y/t    WL_mean   WL_std
0.00000000 0.99998418 0.00018379
0.00502513 0.99995044 0.00013295
0.01005025 0.99993463 0.00010378
0.01507538 0.99993652 0.00010246
0.02010050 0.99993840 0.00010113
0.02512563 0.99993888 0.00010056
0.03015075 0.99993676 0.00009757
0.03517588 0.99993464 0.00009457
0.04020101 0.99993468 0.00009405
0.04522613 0.99993945 0.00008821
0.05025126 0.99994382 0.00008238
0.05527638 0.99994653 0.00007637
0.06030151 0.99995589 0.00006993
0.06532663 0.99996517 0.00006201
0.07035176 0.99997479 0.00005205
0.07537688 0.99998667 0.00004378
0.08040201 0.99999948 0.00003492
0.08542714 1.00001135 0.00002668
0.09045226 1.00001949 0.00002059
0.09547739 1.00002875 0.00001434
0.10050251 1.00003627 0.00000913
0.10552764 1.00004166 0.00000495
0.11055276 1.00004769 0.00000277
0.11557789 1.00004972 0.00000320
0.12060302 1.00005103 0.00000227
0.12562814 1.00005401 0.00000016
0.13065327 1.00005249 0.00000246
0.13567839 1.00005088 0.00000277
0.14070352 1.00004887 0.00000294
0.14572864 1.00004516 0.00000317
0.15075377 1.00004360 0.00000284
0.15577889 1.00004294 0.00000320
0.16080402 1.00004185 0.00000397
0.16582915 1.00003854 0.00000631
0.17085427 1.00003676 0.00000405
0.17587940 1.00003616 0.00000320
0.18090452 1.00003616 0.00000320
0.18592965 1.00003616 0.00000320
0.19095477 1.00003417 0.00000039
0.19597990 1.00003390 0.00000000
0.20100503 1.00003390 0.00000000
0.20603015 1.00003341 0.00000069
0.21105528 1.00003210 0.00000255
0.21608040 1.00003164 0.00000320
0.22110553 1.00003272 0.00000418
0.22613065 1.00003390 0.00000554
0.23115578 1.00003337 0.00000620
0.23618090 1.00003231 0.00000756
0.24120603 1.00003175 0.00000849
0.24623116 1.00003272 0.00000887
0.25125628 1.00003368 0.00000944
0.25628141 1.00003390 0.00000959
0.26130653 1.00003390 0.00000959
0.26633166 1.00003616 0.00001152
0.27135678 1.00003616 0.00001152
0.27638191 1.00003616 0.00001152
0.28140704 1.00003548 0.00001246
0.28643216 1.00003404 0.00001445
0.29145729 1.00003390 0.00001465
0.29648241 1.00003390 0.00001465
0.30150754 1.00003390 0.00001465
0.30653266 1.00003390 0.00001465
0.31155779 1.00003332 0.00001545
0.31658291 1.00003207 0.00001720
0.32160804 1.00003134 0.00001753
0.32663317 1.00003029 0.00001666
0.33165829 1.00002938 0.00001616
0.33668342 1.00002938 0.00001852
0.34170854 1.00002938 0.00002096
0.34673367 1.00003447 0.00003255
0.35175879 1.00004007 0.00004089
0.35678392 1.00005345 0.00005021
0.36180905 1.00006738 0.00006478
0.36683417 1.00005969 0.00006339
0.37185930 1.00004922 0.00007978
0.37688442 0.99991843 0.00017376
0.38190955 0.99974532 0.00034630
0.38693467 0.99922490 0.00075385
0.39195980 0.99855203 0.00127772
0.39698492 0.99716917 0.00199700
0.40201005 0.99554655 0.00284288
0.40703518 0.99303906 0.00359889
0.41206030 0.99025582 0.00444608
0.41708543 0.98681538 0.00486356
0.42211055 0.98311002 0.00521505
0.42713568 0.97910360 0.00505243
0.43216080 0.97496829 0.00474469
0.43718593 0.97077697 0.00416797
0.44221106 0.96657019 0.00369472
