# y/t    WL_mean   WL_std
0.00000000 0.99999535 0.00019053
0.00502513 0.99995766 0.00014044
0.01005025 0.99993961 0.00011150
0.01507538 0.99993961 0.00010946
0.02010050 0.99993961 0.00010743
0.02512563 0.99993950 0.00010180
0.03015075 0.99993732 0.00010104
0.03517588 0.99993514 0.00010030
0.04020101 0.99993745 0.00009848
0.04522613 0.99994113 0.00009329
0.05025126 0.99994425 0.00008821
0.05527638 0.99994493 0.00008350
0.06030151 0.99995317 0.00007503
0.06532663 0.99996114 0.00006786
0.07035176 0.99996944 0.00006208
0.07537688 0.99998166 0.00005361
0.08040201 0.99999373 0.00004306
0.08542714 1.00000517 0.00003287
0.09045226 1.00001522 0.00002632
0.09547739 1.00002635 0.00001855
0.10050251 1.00003496 0.00001234
0.10552764 1.00004050 0.00000836
0.11055276 1.00004670 0.00000634
0.11557789 1.00005004 0.00000424
0.12060302 1.00005178 0.00000293
0.12562814 1.00005331 0.00000321
0.13065327 1.00005164 0.00000298
0.13567839 1.00004998 0.00000431
0.14070352 1.00004878 0.00000569
0.14572864 1.00004871 0.00000564
0.15075377 1.00004550 0.00000386
0.15577889 1.00004306 0.00000425
0.16080402 1.00004125 0.00000574
0.16582915 1.00003955 0.00000653
0.17085427 1.00003949 0.00000657
0.17587940 1.00003829 0.00000487
0.18090452 1.00003717 0.00000329
0.18592965 1.00003717 0.00000329
0.19095477 1.00003717 0.00000329
0.19597990 1.00003588 0.00000146
0.20100503 1.00003484 0.00000000
0.20603015 1.00003484 0.00000000
0.21105528 1.00003484 0.00000000
0.21608040 1.00003277 0.00000293
0.22110553 1.00003252 0.00000329
0.22613065 1.00003252 0.00000329
0.23115578 1.00003198 0.00000406
0.23618090 1.00003089 0.00000559
0.24120603 1.00003020 0.00000657
0.24623116 1.00003020 0.00000657
0.25125628 1.00003020 0.00000657
0.25628141 1.00003094 0.00000715
0.26130653 1.00003196 0.00000811
0.26633166 1.00003241 0.00000884
0.27135678 1.00003121 0.00001046
0.27638191 1.00003020 0.00001184
0.28140704 1.00003020 0.00001184
0.28643216 1.00003020 0.00001184
0.29145729 1.00003220 0.00001292
0.29648241 1.00003252 0.00001314
0.30150754 1.00003252 0.00001314
0.30653266 1.00003178 0.00001419
0.31155779 1.00003020 0.00001643
0.31658291 1.00003020 0.00001643
0.32160804 1.00002958 0.00001665
0.32663317 1.00002743 0.00001749
0.33165829 1.00002323 0.00001661
0.33668342 1.00002323 0.00001904
0.34170854 1.00002323 0.00002154
0.34673367 1.00002396 0.00002386
0.35175879 1.00002540 0.00002867
0.35678392 1.00003431 0.00004035
0.36180905 1.00004449 0.00005285
0.36683417 1.00005311 0.00006355
0.37185930 1.00006233 0.00007670
0.37688442 1.00001899 0.00007357
